@T,table,
@H,timestamp,val_1
val,  ,1
,2015-07-21 00:00,0.2365
,2015-07-21 01:00,0.23475
,2015-07-21 02:00,0.23375
,2015-07-21 03:00,0.23225
,2015-07-21 04:00,0.2315
,2015-07-21 05:00,0.23
,2015-07-21 06:00,0.229
,2015-07-21 07:00,0.22775
,2015-07-21 08:00,0.22225
,2015-07-21 09:00,0.222
,2015-07-21 10:00,0.2235
,2015-07-21 11:00,0.22425
,2015-07-21 12:00,0.223
,2015-07-21 13:00,0.2215
,2015-07-21 14:00,0.22025
,2015-07-21 15:00,0.21825
,2015-07-21 16:00,0.216
,2015-07-21 17:00,0.213
,2015-07-21 18:00,0.2105
,2015-07-21 19:00,0.21
,2015-07-21 20:00,0.211
,2015-07-21 21:00,0.21025
,2015-07-21 22:00,0.2095
,2015-07-21 23:00,0.20875
