@T,table,
@H,timestamp,val_1
val,  ,1
,2015-07-21 00:00,389.225
,2015-07-21 01:00,383.8
,2015-07-21 02:00,376.625
,2015-07-21 03:00,358.925
,2015-07-21 04:00,341.05
,2015-07-21 05:00,336.15
,2015-07-21 06:00,329.8
,2015-07-21 07:00,332.225
,2015-07-21 08:00,344.225
,2015-07-21 09:00,353.9
,2015-07-21 10:00,360.925
,2015-07-21 11:00,368.425
,2015-07-21 12:00,374.65
,2015-07-21 13:00,378.2
,2015-07-21 14:00,379.3
,2015-07-21 15:00,378.6
,2015-07-21 16:00,378.275
,2015-07-21 17:00,377.35
,2015-07-21 18:00,373.4
,2015-07-21 19:00,367.175
,2015-07-21 20:00,362.775
,2015-07-21 21:00,358.525
,2015-07-21 22:00,362.95
,2015-07-21 23:00,354.625
