@T,table
Created,2022-12-22 14:28
Author,HortonMachine library
@H,timestamp,value_1
ID,,1
Type,Date,Double
Format,yyyy-MM-dd HH:mm,
,2017-03-11 12:00,287.84792818647816
,2017-03-11 13:00,284.5237486356328
,2017-03-11 14:00,283.7392958358411

